	glottocode	path	toplevelfamily	name	hid	level	iso639-3	latitude	longitude	macroareas
17796	semi1264	tree/mair1253/semi1264	mair1253	Semimi	etz	language	etz	-3.71553	134.454	Papunesia
17797	maku1246	tree/maku1246	maku1246	Máku	xak	language	xak	3.969231	-64.235892	South America
17801	biss1248	tree/mand1469/east2697/bisa1265/biss1248	mand1469	Bissa	bib	language	bib	10.4257	-1.67332	Africa
17809	boko1266	tree/mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/boko1266	mand1469	Boko (Benin)	bqc	language	bqc	10.5189	3.71771	Africa
17810	boko1267	tree/mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/boko1267	mand1469	Bokobaru	bus	language	bus	9.52724	3.80058	Africa
17813	busa1253	tree/mand1469/east2697/bisa1265/samo1302/busa1252/boko1265/busa1253	mand1469	Busa	bqp	language	bqp	9.91074	4.39929	Africa
17818	kyen1242	tree/mand1469/east2697/bisa1265/samo1302/busa1252/kyen1241/kyen1242	mand1469	Kyenga	tye	language	tye	11.5953	3.58651	Africa
17819	shan1282	tree/mand1469/east2697/bisa1265/samo1302/busa1252/kyen1241/shan1282	mand1469	Shanga	sho	language	sho	11.2752	4.41464	Africa
17821	maty1235	tree/mand1469/east2697/bisa1265/samo1302/mand1437/maty1235	mand1469	Matya Samo	stj	language	stj	13.1027	-3.25128	Africa
17822	maya1281	tree/mand1469/east2697/bisa1265/samo1302/mand1437/maya1281	mand1469	Maya Samo	sym	language	sym	13.1811	-2.72732	Africa
17827	sout2844	tree/mand1469/east2697/bisa1265/samo1302/mand1437/sout2844	mand1469	Southern Samo	sbd	language	sbd	12.713	-2.9052	Africa
17833	dann1241	tree/mand1469/east2697/sout3140/guro1245/guro1246/dant1235/dann1241	mand1469	Dan	daf	language	daf	7.22812	-8.24535	Africa
17864	gooa1234	tree/mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/gooa1234	mand1469	Goo	gov	language	gov	7.580998	-7.562563	Africa
17865	tour1242	tree/mand1469/east2697/sout3140/guro1245/guro1246/dant1235/tour1245/tour1242	mand1469	Toura (Côte d'Ivoire)	neb	language	neb	7.76747	-7.33105	Africa
17873	guro1248	tree/mand1469/east2697/sout3140/guro1245/guro1246/guro1247/guro1248	mand1469	Guro	goa	language	goa	7.34954	-6.31154	Africa
17874	yaou1238	tree/mand1469/east2697/sout3140/guro1245/guro1246/guro1247/yaou1238	mand1469	Yaouré	yre	language	yre	6.95282	-5.57851	Africa
17880	mann1248	tree/mand1469/east2697/sout3140/guro1245/mann1248	mand1469	Mann	mev	language	mev	7.04616	-8.86405	Africa
17884	beng1286	tree/mand1469/east2697/sout3140/nwab1239/beng1285/beng1291/beng1286	mand1469	Beng	nhb	language	nhb	7.78122	-4.23539	Africa
17885	ngen1256	tree/mand1469/east2697/sout3140/nwab1239/beng1285/beng1291/ngen1256	mand1469	Ngen of Djonkro	gnj	language	gnj	7.76	-3.97	Africa
17886	gagu1242	tree/mand1469/east2697/sout3140/nwab1239/beng1285/gagu1242	mand1469	Gban	ggu	language	ggu	6.40859	-5.51851	Africa
17892	gbin1239	tree/mand1469/east2697/sout3140/nwab1239/unun9970/gbin1239	mand1469	Gbin	xgb	language	xgb	8.020857	-2.811213	Africa
17894	mwan1250	tree/mand1469/east2697/sout3140/nwab1239/wanm1243/mwan1250	mand1469	Mwan	moa	language	moa	7.87533	-5.94577	Africa
17895	wann1242	tree/mand1469/east2697/sout3140/nwab1239/wanm1243/wann1242	mand1469	Wan	wan	language	wan	7.88773	-5.82092	Africa
17904	jalk1242	tree/mand1469/west2780/mand1431/cent2047/mand1432/jogo1241/jeri1241/jalk1242	mand1469	Jalkunan	bxl	language	bxl	10.5426	-5.21959	Africa
17905	jeri1242	tree/mand1469/west2780/mand1431/cent2047/mand1432/jogo1241/jeri1241/jeri1242	mand1469	Jeli	jek	language	jek	9.3957	-5.66717	Africa
17907	ligb1244	tree/mand1469/west2780/mand1431/cent2047/mand1432/jogo1241/jogo1242/ligb1244	mand1469	Ligbi	lig	language	lig	7.94291	-2.56353	Africa
17914	tonj1246	tree/mand1469/west2780/mand1431/cent2047/mand1432/jogo1241/jogo1242/tonj1246	mand1469	Tonjon	tjn	language	tjn	8.357	-4.40666	Africa
17919	bamb1269	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/bamb1269	mand1469	Bambara	bam	language	bam	12.9	-7.65	Africa
17927	bolo1266	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/bolo1266	mand1469	Bolon	bof	language	bof	11.8242	-4.75524	Africa
17930	dyul1238	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/dyul1238	mand1469	Dyula	dyu	language	dyu	10.4536	-4.72007	Africa
17935	east2426	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mane1267/east2426	mand1469	Eastern Maninkakan	emk	language	emk	9.33048	-10.5394	Africa
17940	kony1250	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mane1267/kony1250	mand1469	Konyanka Maninka	mku	language	mku	8.04788	-8.89972	Africa
17941	many1261	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mane1267/many1261	mand1469	Manya	mzj	language	mzj	8.56186	-9.44257	Africa
17942	sank1253	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mane1267/sank1253	mand1469	Sankaran Maninka	msc	language	msc	10.0962	-10.569	Africa
17945	koro1306	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mani1303/koro1315/koro1306	mand1469	Koro (Côte d'Ivoire)	kfo	language	kfo	8.11966	-5.73572	Africa
17946	koya1253	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mani1303/koro1315/koya1253	mand1469	Koyaga	kga	language	kga	8.29177	-6.23255	Africa
17951	maho1249	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mani1303/maho1249	mand1469	Mahou	mxx	language	mxx	8.3548	-7.57109	Africa
17957	woje1238	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mani1303/woje1238	mand1469	Wojenaka	jod	language	jod	9.72582	-7.6104	Africa
17965	woro1256	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mani1303/woro1256	mand1469	Worodougou	jud	language	jud	8.23453	-6.72244	Africa
17969	mark1256	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/east2425/mark1256	mand1469	Marka	rkm	language	rkm	12.7178	-3.58355	Africa
17975	kago1248	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/kita1248/kago1248	mand1469	Kagoro	xkg	language	xkg	14.0546	-9.96404	Africa
17976	kita1249	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/kita1248/kita1249	mand1469	Kita Maninkakan	mwk	language	mwk	13.1798	-9.49151	Africa
17978	mand1436	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/mand1436	mand1469	Mandinka	mnk	language	mnk	12.8165233333	-15.6539466667	Africa
17980	jaha1245	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/xaso1239/jaha1245	mand1469	Jahanka	jad	language	jad	11.5399	-12.7262	Africa
17981	west2500	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/xaso1239/west2500	mand1469	Western Maninkakan	mlq	language	mlq	13.5677	-12.8009	Africa
17984	xaas1235	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/mand1435/west2499/xaso1239/xaas1235	mand1469	Xaasongaxango	kao	language	kao	14.1	-10.95	Africa
17986	kura1250	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/nucl1445/kura1250	mand1469	Kuranko	knk	language	knk	9.49325	-10.6122	Africa
17994	lele1266	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/nucl1445/lele1266	mand1469	Lele (Guinea)	llc	language	llc	8.98043	-10.371	Africa
18000	kaka1265	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/nucl1445/mixi1243/kaka1265	mand1469	Kakabe	kke	language	kke	10.5962	-11.4418	Africa
18006	mixi1241	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/mand1434/nucl1445/mixi1243/mixi1241	mand1469	Mixifore	mfg	language	mfg	10.6822	-14.385	Africa
18008	kono1268	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/vaik1238/kono1268	mand1469	Kono (Sierra Leone)	kno	language	kno	8.67039	-10.9214	Africa
18011	vaii1241	tree/mand1469/west2780/mand1431/cent2047/mand1432/mand1433/vaik1238/vaii1241	mand1469	Vai	vai	language	vai	7.05085	-11.3262	Africa
18013	susu1250	tree/mand1469/west2780/mand1431/cent2047/susu1249/susu1250	mand1469	Susu	sus	language	sus	10.4046	-13.3628	Africa
18014	yalu1240	tree/mand1469/west2780/mand1431/cent2047/susu1249/yalu1240	mand1469	Yalunka	yal	language	yal	9.97186	-11.2836	Africa
18020	guin1254	tree/mand1469/west2780/mand1431/sout2842/kpel1252/guin1254	mand1469	Guinea Kpelle	gkp	language	gkp	7.93196	-8.98843	Africa
18021	kono1267	tree/mand1469/west2780/mand1431/sout2842/kpel1252/kono1267	mand1469	Kono (Guinea)	knu	language	knu	7.85002	-8.25793	Africa
18022	libe1247	tree/mand1469/west2780/mand1431/sout2842/kpel1252/libe1247	mand1469	Liberia Kpelle	xpe	language	xpe	6.92048	-9.96128	Africa
18025	loma1260	tree/mand1469/west2780/mand1431/sout2842/mend1263/loma1259/loma1260	mand1469	Loma (Liberia)	lom	language	lom	7.91585	-9.69906	Africa
18031	toma1245	tree/mand1469/west2780/mand1431/sout2842/mend1263/loma1259/toma1245	mand1469	Toma	tod	language	tod	8.20383	-9.23439	Africa
18045	band1352	tree/mand1469/west2780/mand1431/sout2842/mend1263/mend1264/band1351/band1352	mand1469	Bandi	bza	language	bza	7.73729	-10.1684	Africa
18052	zial1235	tree/mand1469/west2780/mand1431/sout2842/mend1263/mend1264/band1351/zial1235	mand1469	Zialo	zil	language	zil	8.43	-9.51	Africa
18054	loko1255	tree/mand1469/west2780/mand1431/sout2842/mend1263/mend1264/mend1265/loko1255	mand1469	Loko	lok	language	lok	9.11838	-12.1583	Africa
18065	mend1266	tree/mand1469/west2780/mand1431/sout2842/mend1263/mend1264/mend1265/mend1266	mand1469	Mende (Sierra Leone)	men	language	men	7.90935	-10.9926	Africa
18073	nort2819	tree/mand1469/west2780/samo1308/duun1243/bobo1253/nort2819	mand1469	Northern Bobo Madaré	bbo	language	bbo	12.4182	-4.47538	Africa
18080	sout2840	tree/mand1469/west2780/samo1308/duun1243/bobo1253/sout2840	mand1469	Southern Bobo Madaré	bwq	language	bwq	11.5409	-4.26497	Africa
18088	jowu1238	tree/mand1469/west2780/samo1308/duun1243/duun1244/jowu1238	mand1469	Jowulu	jow	language	jow	10.7691	-5.47873	Africa
18091	bank1258	tree/mand1469/west2780/samo1308/duun1243/duun1244/samo1309/duun1245/bank1258	mand1469	Bankagooma	bxw	language	bxw	11.7497	-5.50744	Africa
18092	duun1242	tree/mand1469/west2780/samo1308/duun1243/duun1244/samo1309/duun1245/duun1242	mand1469	Duungooma	dux	language	dux	10.9234	-5.85872	Africa
18093	dzuu1241	tree/mand1469/west2780/samo1308/duun1243/duun1244/samo1309/duun1245/dzuu1241	mand1469	Dzùùngoo	dnn	language	dnn	11.3796	-4.92036	Africa
18096	kpee1234	tree/mand1469/west2780/samo1308/duun1243/duun1244/samo1309/duun1245/kpee1234	mand1469	Kpeego	cpo	language	cpo	10.7244	-5.2677	Africa
18097	seek1238	tree/mand1469/west2780/samo1308/duun1243/duun1244/samo1309/seek1238	mand1469	Seeku	sos	language	sos	11.1285	-4.58203	Africa
18102	hain1253	tree/mand1469/west2780/samo1308/soni1257/bozo1252/hain1253	mand1469	Hainyaxo Bozo	bzx	language	bzx	13.8734	-5.65085	Africa
18104	jena1242	tree/mand1469/west2780/samo1308/soni1257/bozo1252/nucl1444/jena1242	mand1469	Jenaama Bozo	bze	language	bze	15.5	-4.0	Africa
18110	tiem1235	tree/mand1469/west2780/samo1308/soni1257/bozo1252/nucl1444/tibo1240/tiem1235	mand1469	Tiemacèwè Bozo	boo	language	boo	15.47052	-4.25688	Africa
18111	tiey1235	tree/mand1469/west2780/samo1308/soni1257/bozo1252/nucl1444/tibo1240/tiey1235	mand1469	Tiéyaxo Bozo	boz	language	boz	14.1223	-5.08609	Africa
18113	sini1242	tree/mand1469/west2780/samo1308/soni1257/soni1258/sini1242	mand1469	Sininkere	skq	language	skq	13.7206	-0.78772	Africa
18114	soni1259	tree/mand1469/west2780/samo1308/soni1257/soni1258/soni1259	mand1469	Soninke	snk	language	snk	13.1273	-11.7178	Africa
18120	mang1381	tree/mang1423/mang1381	mang1423	Mangarrayi	mpc	language	mpc	-14.8	133.5	Australia
18122	alaw1244	tree/mang1423/mara1414/alaw1244	mang1423	Alawa	alh	language	alh	-15.5458	134.282	Australia
18123	mara1385	tree/mang1423/mara1414/mara1385	mang1423	Marra	mec	language	mec	-14.7927	134.865	Australia
18124	wand1263	tree/mang1423/mara1414/wand1263	mang1423	Wandarang	wnd	language	wnd	-14.2996	135.705	Australia
18127	bura1267	tree/mani1293/bure1238/bura1267	mani1293	Burarra	bvr	language	bvr	-12.3061	134.365	Australia
18131	gura1252	tree/mani1293/bure1238/gura1252	mani1293	Guragone	gge	language	gge	-12.66855	134.09501	Australia
18133	djee1236	tree/mani1293/nakk1234/djee1236	mani1293	Djeebbana	djj	language	djj	-12.0133	134.097	Australia
18134	naka1260	tree/mani1293/nakk1234/naka1260	mani1293	Nakara	nck	language	nck	-12.07653	134.32729	Australia
18136	doro1266	tree/manu1261/doro1266	manu1261	Doromu-Koki	kqc	language	kqc	-9.56687	147.986	Papunesia
18140	mari1438	tree/manu1261/mari1438	manu1261	Maria (Papua New Guinea)	mds	language	mds	-9.92982	148.303	Papunesia
18149	bamb1262	tree/maoo1243/bamb1262	maoo1243	Bambassi	myf	language	myf	9.82554	34.6522	Africa
18153	ganz1246	tree/maoo1243/west2445/ganz1246	maoo1243	Ganza	gza	language	gza	10.2991	35.1373	Africa
18155	hozo1236	tree/maoo1243/west2445/hozo1235/hozo1236	maoo1243	Hozo	hoz	language	hoz	9.38875	34.60448	Africa
18156	seze1235	tree/maoo1243/west2445/hozo1235/seze1235	maoo1243	Seze	sze	language	sze	9.50764	34.6449	Africa
18157	mara1266	tree/mara1266	mara1266	Maratino	NOCODE_Maratino	language		24.339089	-98.576661	North America
18159	marg1251	tree/marr1257/marg1251	marr1257	Margu	mhg	language	mhg	-11.1823	132.587	Australia
18160	wurr1238	tree/marr1257/wurr1238	marr1257	Wurrugu	wur	language	wur	-11.364	132.303	Australia
18161	mass1263	tree/mass1263	mass1263	Massep	mvs	language	mvs	-1.74679	138.294	Papunesia
18162	mata1275	tree/mata1275	mata1275	Matanawí	NOCODE_Matanawi	language		-4.8509511	-58.988617	South America
18165	maca1260	tree/mata1289/mata1290/maca1260	mata1289	Maca	mca	language	mca	-25.0119	-57.3694	South America
18166	niva1238	tree/mata1289/mata1290/niva1238	mata1289	Nivaclé	cag	language	cag	-22.8557	-61.7606	South America
18171	iyoj1235	tree/mata1289/mata1291/chor1274/iyoj1235	mata1289	Iyojwa'ja Chorote	crt	language	crt	-22.1896	-63.2383	South America
18172	iyow1239	tree/mata1289/mata1291/chor1274/iyow1239	mata1289	Iyo'wujwa Chorote	crq	language	crq	-22.2067	-62.6508	South America
18174	wich1262	tree/mata1289/mata1291/wich1261/wich1262	mata1289	Wichí Lhamtés Nocten	mtp	language	mtp	-21.988	-63.5971	South America
18175	wich1263	tree/mata1289/mata1291/wich1261/wich1263	mata1289	Wichí Lhamtés Vejoz	wlv	language	wlv	-24.2189	-61.9117	South America
18177	wich1264	tree/mata1289/mata1291/wich1261/wich1264	mata1289	Wichí Lhamtés Güisnay	mzh	language	mzh	-23.1633	-62.1757	South America
18178	mato1253	tree/mato1253	mato1253	Mato Grosso Arára	axg	language	axg	-9.172609	-60.628867	South America
18179	mawe1251	tree/mawe1251	mawe1251	Mawes	mgk	language	mgk	-2.36944	139.752	Papunesia
18187	cakc1235	tree/maya1287/core1254/quic1274/grea1276/core1251/cakc1244/kaqc1280/cakc1235	maya1287	Cakchiquel-Quiché Mixed Language	ckz	language	ckz	14.6467	-90.6989	North America
18188	kaqc1270	tree/maya1287/core1254/quic1274/grea1276/core1251/cakc1244/kaqc1280/kaqc1270	maya1287	Kaqchikel	cak	language	cak	14.4662	-90.9881	North America
18189	tzut1248	tree/maya1287/core1254/quic1274/grea1276/core1251/cakc1244/tzut1248	maya1287	Tz'utujil	tzj	language	tzj	14.6351	-91.2012	North America
18191	achi1256	tree/maya1287/core1254/quic1274/grea1276/core1251/quic1275/achi1256	maya1287	Achi	acr	language	acr	15.073	-90.3513	North America
18192	kich1262	tree/maya1287/core1254/quic1274/grea1276/core1251/quic1275/kich1262	maya1287	K'iche'	quc	language	quc	14.5278	-91.1696	North America
18193	saca1238	tree/maya1287/core1254/quic1274/grea1276/core1251/saca1238	maya1287	Sacapulteco	quv	language	quv	15.274	-91.109	North America
18194	sipa1247	tree/maya1287/core1254/quic1274/grea1276/core1251/sipa1247	maya1287	Sipacapense	qum	language	qum	15.23054	-91.7041	North America
18195	kekc1242	tree/maya1287/core1254/quic1274/grea1276/kekc1242	maya1287	Kekchí	kek	language	kek	15.3788	-89.2452	North America
18197	poqo1253	tree/maya1287/core1254/quic1274/grea1276/poco1241/poqo1253	maya1287	Poqomam	poc	language	poc	14.73252	-89.73796	North America
18198	poqo1254	tree/maya1287/core1254/quic1274/grea1276/poco1241/poqo1254	maya1287	Poqomchi'	poh	language	poh	15.3586	-90.5813	North America
18199	uspa1245	tree/maya1287/core1254/quic1274/grea1276/uspa1245	maya1287	Uspanteco	usp	language	usp	15.3648	-90.8893	North America
18202	agua1252	tree/maya1287/core1254/quic1274/grea1277/ixil1250/agua1252	maya1287	Aguacateco	agu	language	agu	15.3307	-91.3153	North America
18203	ixil1251	tree/maya1287/core1254/quic1274/grea1277/ixil1250/ixil1251	maya1287	Ixil	ixl	language	ixl	15.4569	-90.8935	North America
18208	mamm1241	tree/maya1287/core1254/quic1274/grea1277/mame1240/mamm1241	maya1287	Mam	mam	language	mam	14.8034	-91.7231	North America
18209	tekt1235	tree/maya1287/core1254/quic1274/grea1277/mame1240/tekt1235	maya1287	Tektiteko	ttc	language	ttc	15.4599	-92.1136	North America
18214	chol1282	tree/maya1287/core1254/west2865/chol1286/chol1287/chol1281/chol1282	maya1287	Chol	ctu	language	ctu	17.4897	-92.4698	North America
18215	taba1266	tree/maya1287/core1254/west2865/chol1286/chol1287/chol1281/taba1266	maya1287	Tabasco Chontal	chf	language	chf	18.1713	-92.7367	North America
18220	chol1283	tree/maya1287/core1254/west2865/chol1286/chol1287/chor1272/chol1283	maya1287	Cholti	NOCODE_Cholti	language		15.5	-89.0	North America
18221	chor1273	tree/maya1287/core1254/west2865/chol1286/chol1287/chor1272/chor1273	maya1287	Chortí	caa	language	caa	14.818	-89.2363	North America
18222	epig1241	tree/maya1287/core1254/west2865/chol1286/chol1287/epig1241	maya1287	Epigraphic Mayan	emy	language	emy	18.993121	-88.768865	North America
18224	tzel1254	tree/maya1287/core1254/west2865/chol1286/tzel1253/tzel1254	maya1287	Tzeltal	tzh	language	tzh	16.6384	-92.2786	North America
18227	tzot1259	tree/maya1287/core1254/west2865/chol1286/tzel1253/tzot1259	maya1287	Tzotzil	tzo	language	tzo	16.6362	-92.7388	North America
18230	chuj1250	tree/maya1287/core1254/west2865/kanj1261/chuj1249/chuj1250	maya1287	Chuj	cac	language	cac	15.8399	-91.76	North America
18231	tojo1241	tree/maya1287/core1254/west2865/kanj1261/chuj1249/tojo1241	maya1287	Tojolabal	toj	language	toj	16.2572	-91.7825	North America
18234	popt1235	tree/maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263/popt1235	maya1287	Popti'	jac	language	jac	15.6609	-91.6633	North America
18235	qanj1241	tree/maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263/qanj1241	maya1287	Q'anjob'al	kjb	language	kjb	15.6846	-91.3043	North America
18236	west2635	tree/maya1287/core1254/west2865/kanj1261/kanj1262/kanj1263/west2635	maya1287	Akateko	knj	language	knj	15.5932	-91.8421	North America
18237	moch1257	tree/maya1287/core1254/west2865/kanj1261/kanj1262/moch1257	maya1287	Mocho	mhc	language	mhc	15.4538	-92.1734	North America
18242	itza1241	tree/maya1287/core1254/yuca1252/mopa1242/itza1241	maya1287	Itzá	itz	language	itz	17.0269	-89.8734	North America
18243	mopa1243	tree/maya1287/core1254/yuca1252/mopa1242/mopa1243	maya1287	Mopán Maya	mop	language	mop	16.3533	-89.0673	North America
18245	laca1243	tree/maya1287/core1254/yuca1252/yuca1253/laca1243	maya1287	Lacandon	lac	language	lac	17.02093	-91.42348	North America
18248	yuca1254	tree/maya1287/core1254/yuca1252/yuca1253/yuca1254	maya1287	Yucatec Maya	yua	language	yua	18.7757	-88.9567	North America
18250	chic1271	tree/maya1287/huas1241/chic1271	maya1287	Chicomuceltec	cob	language	cob	15.6078	-91.2869	North America
18251	huas1242	tree/maya1287/huas1241/huas1242	maya1287	Huastec	hus	language	hus	21.6153	-98.5028	North America
18252	mero1237	tree/mero1237	mero1237	Meroitic	xmr	language	xmr	16.9333	33.7333	Africa
18253	mimi1240	tree/mimi1240	mimi1240	Mimi-Gaudefroy	NOCODE_Mimi-Gaudefroy	language		13.827507	21.11324	Africa
18254	mink1237	tree/mink1237	mink1237	Minkin	xxm	language	xxm	-17.736653	139.541931	Australia
18257	djam1255	tree/mirn1241/djam1254/djam1255	mirn1241	Jaminjung-Ngaliwurru	djd	language	djd	-15.0558	130.06	Australia
18260	nung1291	tree/mirn1241/djam1254/nung1291	mirn1241	Nungali	nug	language	nug	-14.9109	131.641	Australia
18261	djin1251	tree/mirn1241/djin1251	mirn1241	Jingulu	jig	language	jig	-17.165	133.659	Australia
18263	ngar1283	tree/mirn1241/guda1245/ngar1283	mirn1241	Ngarnka	nji	language	nji	-17.42	134.73	Australia
18264	wamb1258	tree/mirn1241/guda1245/wamb1258	mirn1241	Wambayan	wmb	language	wmb	-17.496	135.683	Australia
18270	misk1235	tree/misu1242/misk1235	misu1242	Mískito	miq	language	miq	15.1576	-84.2942	North America
18278	caca1247	tree/misu1242/suma1272/mata1287/caca1247	misu1242	Cacaopera	ccr	language	ccr	13.7437	-88.1133	North America
18279	mata1288	tree/misu1242/suma1272/mata1287/mata1288	misu1242	Matagalpa	mtn	language	mtn	13.0333	-86.0	North America
18281	maya1285	tree/misu1242/suma1272/sumu1234/maya1285	misu1242	Mayangna	yan	language	yan	14.1259	-84.3439	North America
